gvkey,LINKPRIM,LINKTYPE,LPERMNO,LINKDT,LINKENDDT
157635,P,LC,90022,20040212,20110531
157636,P,NR,,20031231,20140228
157636,N,NR,,20121031,20140228
157636,C,NR,,20140301,E
157637,P,NU,,20031231,20081231
157642,C,NU,,20030301,20031204
157642,P,LS,89959,20031205,E
157655,C,NR,,20010201,20031230
157655,C,NR,,20031231,20111030
157655,C,NR,,20111031,E
157655,N,NR,,20111031,E
157655,J,NR,,20111130,20111130
157655,N,NR,,20220630,E
157656,C,NU,,20031231,20051230
157676,C,NR,,20010101,20031209
157676,P,NU,,20040401,20120928
157676,P,LC,89943,20031210,20040331
157679,C,NR,,20030101,20041215
157679,C,NR,,20070802,20120920
157679,P,LC,13580,20120921,20130717
157679,P,LC,14039,20130718,E
157679,P,LC,90514,20041216,20070801
157713,C,NU,,20031231,E
157714,P,NU,,20050331,20060228
157734,C,NU,,20020101,20030630
157735,C,NR,,19980101,20031211
157735,P,LC,89926,20031212,20061130
157739,C,NR,,20041231,20111030
157739,P,NR,,20111031,20180928
157739,N,NR,,20111031,20180928
157755,C,NR,,20020101,20040330
157755,J,NU,,20050228,20070831
157755,P,LC,90088,20040331,E
157757,C,NR,,19990101,20040624
157757,P,NU,,20060411,20081128
157757,P,LC,90234,20040625,20060410
157758,C,NR,,19990101,20040415
157758,P,NR,,20080429,20140731
157758,P,LC,90128,20040416,20080428
157762,P,NR,,20031231,20130531
157766,C,NU,,20031231,E
157774,P,NU,,20031231,E
157793,P,NR,,20031231,E
157793,J,NR,,20111031,E
157794,P,NU,,20031231,20090131
157803,C,NR,,19980101,20031230
157803,P,NR,,20031231,20040101
157803,P,NR,,20081120,20090930
157803,P,LC,89961,20040102,20081119
157805,P,NU,,20031231,20090731
157806,P,NU,,20031231,20071231
157815,P,NU,,20031231,E
157820,P,NU,,20031231,E
157853,C,NU,,20031101,20031218
157853,P,LC,89947,20031219,20120229
157855,C,NR,,19990201,20040622
157855,P,LC,90215,20040623,E
157856,C,NR,,20000101,20040420
157856,P,LC,90134,20040421,20080731
157858,C,NR,,19990101,20040729
157858,J,NR,,20041130,20041130
157858,P,NR,,20041201,20041202
157858,C,NR,,20061202,E
157858,P,LC,90251,20040730,20041130
157858,J,LC,90251,20041201,20061201
157858,P,LC,90435,20041203,20061201
157859,C,NR,,19980101,20040211
157859,P,LC,90039,20040212,20070702
157860,C,NU,,20010101,20030930
157861,C,NU,,20031231,E
157862,C,NR,,19990101,20040429
157862,P,LC,90129,20040430,20190131
157863,C,NR,,20030101,20040316
157863,P,LC,90077,20040317,20061008
157864,P,NU,,20031231,20141231
157865,C,NR,,20010701,20031217
157865,P,LC,89935,20031218,E
157873,P,NR,,19980430,20030630
157874,C,NU,,20040130,E
157875,C,NR,,20030101,20031230
157875,C,NR,,20031231,20120530
157875,C,NR,,20120531,20190220
157875,N,NR,,20120531,20190220
157875,C,LC,18416,20190221,E
157875,N,LX,18416,20190221,E
157877,P,NU,,20031231,20120430
157878,C,NR,,20030930,20031130
157878,P,NR,,20031201,20031218
157878,P,LC,89969,20031219,20090617
157878,P,LC,92965,20090618,20120131
157879,C,NU,,20010101,20031230
157879,P,NU,,20031231,20070731
157895,P,NR,,20040130,20190628
157895,N,NR,,20080731,E
157899,C,NR,,19980101,20031230
157899,C,NR,,20031231,20040101
157899,C,NR,,20060215,E
157899,C,LC,89975,20040102,20060214
157918,P,NU,,20040227,20050930
157921,C,NR,,20031231,20050629
157921,P,NR,,20050630,20080415
157921,N,NR,,20050630,20080415
157921,P,LC,92636,20080416,20180430
157921,N,LX,92636,20080416,20180430
157947,C,NR,,20030101,20040405
157947,P,LC,90113,20040406,20090114
157951,C,NU,,20010101,20030930
157954,C,NR,,20020101,20040331
157954,P,LC,90333,20040401,20131231
157955,C,NR,,19990101,20040422
157955,P,LC,90120,20040423,E
157959,C,NR,,19990101,20040404
157959,P,LC,90137,20040405,20090105
157969,P,NR,,20031231,E
157973,C,NR,,20010101,20031230
157973,P,NR,,20031231,20040101
157973,P,NR,,20050101,20050131
157973,P,LC,89945,20040102,20041231
158007,C,NR,,20031231,20161230
158007,N,NR,,20111031,20161230
158033,C,NR,,19980430,20050417
158033,N,NR,,20040130,20050417
158033,N,NR,,20080628,20090430
158033,C,NR,,20080628,20090529
158033,C,NR,,20090601,20110131
158033,C,LC,90644,20050418,20080627
158033,N,LX,90644,20050418,20080627
158053,C,NR,,20020101,20040623
158053,P,NR,,20070911,20080604
158053,P,LC,90214,20040624,20070910
158053,P,LC,90214,20080605,E
158055,C,NR,,20020101,20040330
158055,C,NR,,20040331,20050525
158055,C,NR,,20070424,20190416
158055,C,LC,90682,20050526,20070423
158055,C,LC,90682,20190417,E
158066,P,NR,,20040130,20201231
158066,J,NR,,20111031,20201231
158067,P,NU,,20040130,20110531
158086,P,NU,,20040130,E
158088,C,NU,,20030101,20040129
158088,P,NU,,20040130,20070928
158092,P,NR,,20040130,E
158100,P,NU,,20040130,20120531
158101,C,NU,,20040430,20131231
158116,P,NU,,20040528,20110228
158117,P,NU,,20040130,E
158118,C,NU,,20050331,E
158133,C,NR,,20050801,20061129
158133,P,NR,,20061130,E
158193,P,NU,,20050729,20111031
158215,P,NU,,20040227,E
158218,P,NU,,20040130,20131031
158220,C,NR,,20040227,E
158221,P,NU,,20040227,20050531
158224,P,NU,,20040730,20130304
158233,C,NU,,20010101,20030930
158235,C,NR,,19980401,20040129
158235,P,NR,,20040130,20040216
158235,P,LC,90023,20040217,20070626
158298,C,NU,,20040130,E
158313,C,NR,,20020101,20040128
158313,P,NR,,20130727,E
158313,P,LC,90006,20040129,20130726
158314,C,NR,,20010101,20040527
158314,C,NR,,20040528,20050202
158314,C,LC,90593,20050203,20070717
158334,P,NR,,20040130,20140530
158334,N,NR,,20111130,20140531
158334,C,NR,,20140601,E
158335,P,NU,,20040430,20130731
158353,C,NU,,20020101,20031231
158354,C,NR,,20020101,20040524
158354,N,NU,,20041029,20060428
158354,P,LC,90162,20040525,E
158368,C,NU,,20040227,E
158370,P,NU,,20040130,20060131
158413,C,NU,,20030401,20040122
158413,P,LS,89988,20040123,E
158414,C,NR,,20010701,20040330
158414,P,LC,90085,20040331,20150228
158433,C,NU,,20050429,E
158436,P,NR,,20040130,E
158436,J,NR,,20111031,E
158437,C,NR,,20040130,20180930
158453,C,NU,,19980301,20060831
158455,C,NU,,20040101,20040127
158455,P,LC,89980,20040128,20100331
158456,C,NU,,20040101,20040127
158456,P,LC,89990,20040128,20211130
158457,C,NR,,20030930,20031231
158457,P,NR,,20040101,20040127
158457,P,NR,,20081022,20081128
158457,P,LC,89991,20040128,20081021
158473,C,NR,,20000101,20050209
158473,P,NR,,20110113,20110131
158473,P,LC,90565,20050210,20110112
158493,C,NR,,20030930,20031231
158493,P,NR,,20040101,20040127
158493,P,LC,89981,20040128,20170331
158494,C,NU,,20040101,20040127
158494,P,LC,89984,20040128,E
158497,C,NU,,20040130,E
158499,C,NU,,20040130,20070731
158501,C,NR,,20040130,20120330
158502,C,NU,,20040227,20071231
158502,N,NU,,20041029,20071231
158513,C,NU,,20010101,20040226
158513,P,NR,,20040227,20140531
158537,C,NU,,20031101,20040226
158537,P,LS,89992,20040227,E
158553,C,NU,,20040101,20040129
158553,P,LS,89999,20040130,E
158554,C,NU,,20040101,20040129
158554,P,LS,90000,20040130,E
158555,C,NU,,20040101,20040226
158555,P,LS,90001,20040227,E
158556,C,NU,,20040101,20040226
158556,P,LS,90002,20040227,E
158557,C,NU,,20040101,20040129
158557,P,LS,90003,20040130,E
158558,C,NU,,20040101,20040129
158558,P,LS,90004,20040130,E
158559,C,NU,,20040101,20040226
158559,P,LS,90005,20040227,E
158563,C,NU,,19990101,20040428
158563,P,LC,90126,20040429,E
158573,C,NU,,20040227,20190630
158574,P,NU,,20040630,E
158587,C,NU,,20030101,20040202
158587,P,LC,90036,20040203,20041222
158587,P,LC,90490,20041223,E
158589,C,NR,,20020101,20040226
158589,P,NR,,20040227,E
158589,J,NR,,20080829,20080829
158590,P,NU,,20040227,E
158593,P,NU,,20041130,20110731
158597,P,NU,,20040331,E
158599,C,NU,,20040227,20071031
158601,P,NR,,20080712,20120831
158614,P,NU,,20060331,20101029
158616,C,NU,,20040227,20200630
158617,C,NU,,20040227,E
158618,P,NU,,20040227,E
158622,C,NU,,20040227,E
158634,C,NU,,20040227,E
158653,C,NU,,20040227,20100430
158673,C,NU,,20040331,E
158694,C,NU,,20051130,E
158696,C,NU,,20020101,20040429
158696,P,NU,,20040430,20091231
158715,C,NU,,20010701,20040527
158715,C,NR,,20040528,E
158717,C,NR,,20010101,20030930
158733,C,NR,,19990201,20040420
158733,P,NR,,20100115,20110131
158733,P,LC,90127,20040421,20100114
158734,C,NR,,20010101,20040428
158734,P,LC,90122,20040429,20080806
158736,C,NR,,20011001,20040510
158736,P,LC,90180,20040511,20110217
158737,C,NR,,20010101,20040526
158737,P,LC,90194,20040527,E
158740,C,NR,,19990101,20040421
158740,P,LC,90135,20040422,20090625
158741,C,NU,,20010101,20040316
158741,P,LC,90076,20040317,20210129
158742,C,NR,,20010101,20041104
158742,P,LC,90454,20041105,E
158743,C,NR,,19990101,20041028
158743,P,NU,,20041029,20070430
158743,C,NU,,20070501,20070522
158743,N,NU,,20070523,20091030
158743,P,LC,91977,20070523,E
158744,C,NR,,20020101,20040810
158744,P,NR,,20070602,20070629
158744,P,LC,90322,20040811,20070601
158745,C,NU,,20010101,20030930
158746,C,NR,,19990101,20040615
158746,P,LC,90231,20040616,20100127
158749,C,NU,,20040227,20051230
158754,P,NU,,20040227,E
158756,C,NU,,20050131,E
158758,P,NU,,20040227,20090227
158760,P,NU,,20040227,20090603
158761,P,NR,,20050429,E
158762,P,NR,,20040227,20190830
158763,P,NR,,20040227,E
158764,C,NR,,19981101,20040429
158764,C,NU,,20040430,20050214
158764,C,NR,,20080522,E
158764,C,LC,90559,20050215,20080521
158764,N,LX,90559,20050215,20090630
158765,C,NR,,20040101,20040226
158765,C,NR,,20040227,20111030
158765,P,NR,,20111031,E
158765,N,NR,,20111031,E
158766,P,NR,,20040630,E
158774,P,NR,,20040227,E
158775,P,NR,,20040227,20090930
158776,C,NU,,20020101,20040226
158776,P,NU,,20040227,E
158779,C,NR,,20020930,20111030
158779,C,NR,,20111031,E
158779,N,NR,,20111031,E
158781,P,NR,,20020930,20160930
158781,N,NR,,20131231,20160930
158783,C,NU,,20021129,E
158786,P,NR,,20020830,E
158788,C,NR,,20070131,20171030
158788,N,NR,,20171031,E
158788,C,NR,,20171031,20200630
158791,P,NR,,20030630,20070919
158791,P,LC,92282,20070920,20150630
158792,C,NU,,20020830,E
158795,C,NU,,20020830,20201130
158798,C,NU,,20030331,E
158800,C,NU,,20021129,E
158802,P,NU,,20020830,20190930
158912,C,NU,,20000101,E
159078,P,NR,,20040528,E
159102,P,NU,,20040227,20051230
159122,C,NU,,20040227,20090529
159125,C,NR,,20000101,20040226
159125,P,NR,,20040227,20060209
159125,P,LC,91092,20060210,20090720
159149,C,NU,,20040227,20180131
159160,P,NU,,20040430,20131130
159173,C,NU,,20060630,E
159194,C,NU,,20040331,E
159257,C,NR,,19901231,E
159293,P,NU,,19980430,20200731
159317,C,NR,,20030101,20040330
159317,C,NR,,20040331,E
159352,C,NU,,20040227,E
160163,C,NR,,20020101,20050809
160163,P,NR,,20111229,20120604
160163,P,LC,90847,20050810,20111228
160164,P,NR,,20040430,E
160164,J,NR,,20111031,E
160165,C,NR,,20040430,E
160171,C,NU,,20040528,E
160173,C,NR,,20030101,20040330
160173,C,NR,,20040331,20040331
160173,P,NR,,20040401,20040406
160173,P,LC,90102,20040407,E
160175,C,NU,,20030101,20031231
160177,C,NU,,20030801,20040401
160177,P,LS,90111,20040402,20141031
160179,C,NU,,20030801,20040401
160179,P,LS,90112,20040402,20141031
160181,C,NR,,20020101,20040708
160181,P,NR,,20150531,E
160181,P,LC,90273,20040709,20120530
160182,C,NU,,20020101,20031231
160183,C,NR,,19990101,20040629
160183,P,LC,90210,20040630,20150610
160187,C,NU,,20040831,E
160189,C,NU,,20040528,E
160190,C,NR,,20040430,20150430
160190,N,NR,,20120512,20150430
160190,C,NR,,20150501,E
160191,C,NR,,20030101,20040429
160191,P,NR,,20040430,E
160191,J,NR,,20111031,E
160192,C,NU,,20040101,20040429
160192,P,NU,,20040430,20070831
160194,P,NU,,20040430,E
160196,C,NR,,20050101,20051229
160196,P,NR,,20051230,20090907
160196,P,LC,93012,20090908,E
160199,C,NU,,20020101,20031231
160201,C,NR,,19990101,20040715
160201,P,LC,90278,20040716,20060331
160202,C,NR,,19990401,20041129
160202,P,NU,,20041130,20060131
160202,J,NR,,20050228,20060131
160202,P,NR,,20060201,20060202
160202,J,NU,,20060201,20060228
160202,P,LC,91108,20060203,20071120
160203,C,NR,,19990101,20040621
160203,P,LC,90222,20040622,20070824
160204,C,NR,,20010101,20050203
160204,P,LC,90604,20050204,20170801
160205,C,NU,,20000101,20050331
160206,C,NR,,19990101,20040715
160206,P,LC,90294,20040716,20081031
160207,C,NR,,19990101,20040914
160207,P,LC,90366,20040915,20221130
160211,C,NR,,19990101,20040712
160211,P,LC,90248,20040713,E
160213,C,NR,,20020401,20070328
160213,P,LC,91901,20070329,E
160214,C,NR,,20050131,20110719
160214,C,LC,12903,20110720,20150618
160216,C,NR,,19981001,20040624
160216,P,LC,90232,20040625,20160729
160225,C,NR,,20030101,20060524
160225,J,NR,,20141031,E
160225,P,LC,91233,20060525,E
160226,C,NU,,20040430,20081130
160227,C,NU,,20040101,20040429
160227,P,NU,,20040430,20040930
160227,J,NU,,20040430,20040930
160227,P,NU,,20041001,E
160227,J,NU,,20041001,20080731
160228,C,NR,,20020101,20041006
160228,P,LC,90425,20041007,20131231
160229,P,NR,,20040430,20110531
160229,J,NR,,20110531,E
160231,C,NR,,20000701,20060321
160231,P,LC,91166,20060322,20080124
160232,C,NR,,19990101,20040708
160232,P,LC,90287,20040709,20120229
160233,C,NU,,20030701,20040726
160233,P,LC,90291,20040727,E
160234,P,NU,,20040430,20060831
160237,C,NR,,20000101,20040419
160237,P,NR,,20040420,20040502
160237,P,LC,90133,20040503,20081223
160240,P,NU,,20040430,E
160241,P,NU,,20040430,20140502
160250,C,NR,,19990101,20050208
160250,P,LC,90567,20050209,20060731
160251,P,NR,,19990528,20041231
160252,P,LC,90073,20040326,E
160253,C,NR,,20020101,20031231
160254,C,NR,,20000101,20040615
160254,P,NR,,20091028,20171229
160254,P,LC,90229,20040616,20091027
160255,C,NR,,19990101,20040429
160255,P,NR,,20040430,20040502
160255,P,LC,90110,20040503,20150902
160256,C,NR,,20030101,20070418
160256,P,NR,,20130501,E
160256,P,LC,91937,20070419,20130430
160257,C,NU,,20020101,20031231
160260,C,NR,,19990101,20040805
160260,P,LC,90309,20040806,20080709
160261,C,NU,,20020101,20031231
160263,C,NR,,20041231,E
160264,C,NR,,20040430,20170531
160266,C,NU,,20040101,20040429
160266,P,NU,,20040430,20090630
160270,P,NR,,20040430,20160229
160270,N,NR,,20140930,20160229
160271,P,NR,,20040430,E
160271,J,NR,,20111031,E
160272,C,NR,,19990101,20040722
160272,P,LC,90275,20040723,20150130
160273,P,LC,90109,20040428,20061229
160275,P,NU,,20040430,20070228
160276,C,NU,,20040730,E
160281,C,NR,,20020101,20110524
160281,P,LC,12719,20110525,20131129
160282,C,NR,,20000101,20050515
160282,P,LC,90700,20050516,20100430
160282,C,LC,90700,20100501,20100525
160282,P,LC,90700,20100526,20181031
160283,C,NU,,20020101,20031231
160287,C,NU,,20040401,20040427
160287,P,LC,90105,20040428,E
160288,C,NU,,20040101,20040427
160288,P,LC,90114,20040428,E
160289,P,NR,,20040430,20151231
160290,C,NU,,20020101,20031231
160291,C,NR,,20040430,20121230
160291,C,NR,,20121231,E
160291,N,NR,,20121231,E
160293,C,NR,,20010101,20041025
160293,P,LC,90388,20041026,20170131
160295,C,NU,,20020101,20040429
160295,P,NU,,20040430,20211231
160295,N,NR,,20120831,E
160300,C,NU,,20040430,E
160302,P,NU,,20040430,E
160303,C,NU,,20040101,20040427
160303,P,LC,90103,20040428,E
160305,P,LC,90108,20040428,E
160307,P,NU,,20040430,20160831
160308,C,NU,,20040101,20040427
160308,P,LC,90117,20040428,20090630
160310,C,NR,,20040101,20040427
160310,P,NR,,20111231,20120131
160310,P,LC,90119,20040428,20111230
160311,P,NU,,20040430,20130331
160312,C,NR,,19990101,20040929
160312,P,NR,,20111220,20191231
160312,P,LC,90351,20040930,20111219
160313,C,NU,,20001101,20040429
160313,P,NU,,20040430,20081031
160314,P,NU,,20040430,E
160317,C,NR,,20040101,20040429
160317,P,NR,,20040430,20160531
160317,J,NR,,20111130,20111130
160317,J,NR,,20120512,20160531
160318,C,NU,,20040430,E
160327,C,NR,,20040528,20111030
160327,C,NR,,20111031,E
160327,N,NR,,20111031,E
160329,C,NR,,20020101,20040818
160329,J,NR,,20140331,20140402
160329,J,LC,14542,20140403,E
160329,P,LC,90319,20040819,E
160331,C,NR,,20040101,20040527
160331,P,NR,,20040528,20060809
160331,P,LC,91422,20060810,20150630
160331,N,LX,91422,20070831,20150630
160334,C,NU,,20050630,E
160336,C,NR,,19990101,20041013
160336,P,LC,90413,20041014,20090630
160337,C,NU,,20020101,20031231
160338,C,NR,,20010101,20040719
160338,P,LC,90286,20040720,20120103
160339,C,NU,,20020301,20040227
160340,C,NR,,20020101,20040727
160340,P,LC,90285,20040728,E
160341,C,NR,,19990101,20050127
160341,P,LC,90533,20050128,E
160342,C,NU,,20030101,20031231
160343,C,NR,,20030101,20040506
160343,P,LC,90165,20040507,20070831
160346,P,NR,,20080712,20150130
160355,P,NU,,20061130,20140131
160360,P,NU,,20040831,20100930
160361,C,NU,,20040101,20040527
160361,J,NU,,20040528,20071231
160361,P,NU,,20040528,20080131
160362,C,NU,,20040101,20040527
160362,P,NU,,20040528,E
160364,C,NR,,19990101,20040928
160364,P,LC,90363,20040929,20111031
160365,C,NU,,20020101,20040331
160367,C,NU,,20040528,E
160369,C,NU,,20040528,20130131
160371,C,NU,,20040528,20040831
160371,P,NU,,20040901,20090531
160373,C,NR,,20000101,20050502
160373,P,LC,90708,20050503,E
160374,C,NR,,19990101,20040804
160374,P,LC,90321,20040805,20070419
160375,C,NR,,19990101,20040811
160375,P,NR,,20160730,20190905
160375,P,LC,90325,20040812,20160729
160375,P,LC,90325,20190906,E
160376,C,NR,,19990101,20041004
160376,P,LC,90427,20041005,E
160378,C,NR,,20040101,20040727
160378,P,LC,13889,20151218,20181031
160378,P,LC,90252,20040728,20151217
160379,C,NU,,20030101,20031231
160381,C,NR,,20041130,20120621
160381,P,LC,13425,20120622,20170630
160385,C,NU,,20040831,E
160386,C,NR,,20040528,E
160390,P,NU,,20040730,20050731
160391,P,NU,,20040528,20101231
160392,C,NU,,20040630,E
160410,C,NR,,20020401,20040527
160410,P,NR,,20040528,E
160410,J,NR,,20090130,E
160414,C,NR,,19990101,20040930
160414,P,LC,90418,20041001,20081031
160415,C,NR,,19990101,20040804
160415,P,LC,90323,20040805,20120126
160416,C,NR,,20020101,20041020
160416,P,LC,90426,20041021,20140930
160417,C,NR,,20010101,20040715
160417,P,LC,90292,20040716,E
160423,P,NR,,20040730,20140514
160423,P,LC,14650,20140515,E
160424,C,NR,,20040528,20111030
160424,P,NR,,20111031,E
160424,N,NR,,20111031,E
160430,P,NR,,20080731,E
160435,C,NR,,20050429,20180430
160446,C,NU,,20020101,20030930
160447,C,NR,,20020101,20041012
160447,P,LC,90381,20041013,20110429
160448,C,NR,,20020101,20041121
160448,J,NU,,20041130,20060131
160448,P,LC,90447,20041122,20151231
160449,C,NR,,19990701,20040929
160449,P,NR,,20090627,E
160449,P,LC,90355,20040930,20090626
160450,P,NU,,20050228,E
160453,C,NU,,20020101,20040527
160453,C,NU,,20040528,20110531
160453,J,NU,,20041130,20110531
160453,P,NU,,20110601,E
160453,N,NU,,20110601,E
160471,P,NR,,20040528,20090719
160471,P,NR,,20111229,20180531
160471,P,LC,92970,20090720,20111228
160472,C,NR,,20040101,20040518
160472,P,LC,90184,20040519,20080331
160474,C,NR,,20020101,20050314
160474,P,LC,90614,20050315,20150930
160475,C,NR,,20040101,20050830
160475,C,NR,,20050831,20051229
160475,P,NR,,20051230,E
160475,N,NR,,20051230,E
160475,N,NR,,20080731,20080731
160476,C,NU,,20040528,E
160477,C,NR,,20050228,E
160479,C,NR,,19990101,20040811
160479,P,LC,90305,20040812,E
160488,C,NR,,20020101,20040721
160488,P,LC,90288,20040722,E
160490,C,NU,,20030101,20031231
160492,C,NR,,20020101,20041104
160492,J,NR,,20041130,20060131
160492,C,NR,,20081022,E
160492,C,LC,90437,20041105,20081021
160498,C,NR,,19990101,20040923
160498,P,LC,90356,20040924,20101201
160499,C,NU,,20020101,20031231
160502,C,NR,,20020101,20040811
160502,C,NR,,20100501,20140630
160502,C,LC,90318,20040812,20100430
160503,C,NR,,20000101,20041109
160503,P,LC,90466,20041110,20140829
160504,C,NR,,20000101,20040722
160504,P,LC,90283,20040723,20081209
160505,C,NR,,20020101,20040728
160505,P,LC,90299,20040729,E
160531,P,NU,,20040528,20051230
160532,C,NR,,20020101,20150429
160533,C,NU,,20000101,20071231
160534,C,NU,,20030701,20040629
160534,P,NU,,20040630,20120330
160535,P,NU,,20040528,20050831
160541,C,NR,,20040101,20041230
160541,C,NR,,20041231,20050531
160541,P,NR,,20050601,20050608
160541,P,LC,90731,20050609,E
160546,P,NR,,20040528,20121223
160546,P,LC,13713,20121224,20171231
160548,C,NU,,20051230,E
160549,C,NR,,20020101,20040607
160549,P,LC,90227,20040608,20140228
160549,J,LC,90227,20140301,E
160549,J,LC,90228,20040608,E
160549,J,LC,90866,20050907,20140228
160549,P,LC,90866,20140301,E
160550,C,NU,,20040101,20040525
160550,P,LC,90161,20040526,E
160551,C,NU,,20031101,20040525
160551,P,LC,90172,20040526,20141231
160554,P,LC,90160,20040526,E
160555,P,NR,,20040630,20130423
160555,P,LC,13879,20130424,E
160557,C,NU,,20031101,20040525
160557,P,LC,90173,20040526,20140630
160562,C,NR,,20040630,20111030
160562,C,NR,,20111031,E
160562,N,NR,,20111031,E
160570,C,NR,,19990101,20040804
160570,P,LC,90314,20040805,E
160571,C,NR,,19990201,20041006
160571,P,LC,90387,20041007,20201231
160572,C,NR,,20020101,20060131
160573,C,NU,,20050228,E
160575,C,NU,,20040528,20051230
160577,C,NU,,20051230,E
160578,P,NR,,20040528,20130612
160578,P,LC,13965,20130613,20190714
160580,C,NR,,20030701,20040629
160580,P,NR,,20040630,20100503
160580,P,LC,93402,20100504,20121231
160581,P,NU,,20040630,20120331
160582,C,NR,,20030101,20050130
160582,P,NR,,20050131,20150529
160582,N,NR,,20120330,20150529
160583,C,NR,,20020101,20040331
160586,C,NU,,19990101,20040531
160586,P,LC,90240,20040601,20060228
160592,C,NR,,20050131,20071101
160592,C,LC,92453,20071102,E
160595,P,NU,,20040630,20120531
160596,C,NR,,20010101,20040602
160596,P,LC,90206,20040603,20070131
160597,C,NR,,19990101,20041006
160597,P,LC,90410,20041007,20070430
160598,C,NR,,19981001,20040922
160598,P,LC,90353,20040923,E
160599,C,NU,,19990101,20040929
160599,P,NR,,20040930,20040930
160600,C,NR,,20020101,20041208
160600,P,LC,90515,20041209,20141204
160601,C,NU,,20000101,20060929
160605,C,NR,,20040730,E
160606,C,NR,,20040630,20091231
160607,C,NR,,19990101,20040602
160607,P,NR,,20070607,20070629
160607,P,LC,90239,20040603,20070606
160608,C,NR,,20040101,20040629
160608,J,NR,,20040630,20050531
160608,P,NR,,20040630,20110531
160610,C,NU,,20040730,E
160614,C,NU,,20040101,20040629
160614,P,NU,,20040630,20060929
160617,P,NU,,20041231,20070531
160618,P,NR,,20080712,E
160619,C,NR,,20040101,20040629
160619,J,NR,,20040630,20050531
160619,P,NR,,20040630,20110930
160620,C,NU,,20040101,20040629
160620,P,NU,,20040630,20081231
160621,C,NR,,20030101,20040616
160621,P,LC,90219,20040617,E
160622,C,NU,,20040630,20111130
160623,C,NR,,20020601,20040629
160623,C,NR,,20040630,20060122
160623,C,NR,,20090430,E
160623,C,LC,91070,20060123,20090429
160626,P,NU,,20040630,E
160628,C,NR,,20020101,20040629
160628,P,NR,,20040630,E
160629,C,NR,,19981201,20040623
160629,P,LC,90242,20040624,20140331
160630,C,NR,,20020101,20040331
160631,C,NR,,20020101,20040708
160631,P,LC,90282,20040709,20170428
160632,C,NU,,20000801,20050525
160632,P,LC,90714,20050526,20060731
160633,C,NR,,19990101,20040609
160633,P,LC,90236,20040610,20070131
160635,P,NU,,20040630,E
160638,P,NU,,20040630,20061229
160641,C,NU,,20040630,E
160642,C,NU,,20040101,20040629
160642,P,NU,,20040630,20080131
160644,C,NU,,20040101,20040629
160644,P,NU,,20040630,20180329
160644,N,NR,,20120928,20180329
160646,C,NU,,20021101,20040629
160646,P,NU,,20040630,20130731
160657,C,NR,,20020101,20041216
160657,P,LC,90467,20041217,20110930
160658,C,NR,,20010101,20041027
160658,P,LC,90378,20041028,20080611
160660,C,NU,,20021001,20050830
160660,P,NR,,20050831,20180329
160661,C,NR,,20010101,20070627
160661,P,LC,92132,20070628,20150831
160665,C,NU,,20030101,20040331
160666,P,NU,,20040630,20081031
160667,C,NR,,20020101,20040930
160667,P,LC,90421,20041001,20190531
160668,C,NR,,19990101,20041004
160668,P,LC,90423,20041005,E
160669,C,NU,,20030101,20040331
160670,C,NR,,19990101,20041117
160670,C,NR,,20071214,20110131
160670,P,LC,90460,20041118,20071213
160671,C,NR,,20020101,20040331
160673,C,NU,,20050630,20120830
160673,N,NU,,20120831,E
160673,C,NR,,20120908,E
160675,C,NU,,20040630,20210811
160678,C,NU,,20040730,E
160679,C,NU,,20040831,E
160681,C,NR,,20020101,20120930
160681,J,NR,,20130228,E
160681,P,LC,13577,20121001,E
160682,C,NU,,19990101,20060630
160683,C,NU,,19980101,E
160684,C,NR,,19990101,20040810
160684,P,LC,90312,20040811,E
160685,C,NU,,20030101,20070928
160688,P,NU,,20040730,20161230
160702,P,NU,,20040630,E
160703,C,NR,,20050101,20060730
160703,C,NR,,20060731,20120830
160703,C,NR,,20120831,E
160703,N,NR,,20120831,E
160706,C,NR,,20040101,20050525
160706,P,LC,90680,20050526,E
160709,P,NR,,20050331,E
160709,J,NR,,20230531,E
160714,P,NU,,20040630,E
160715,C,NR,,20040630,20111129
160715,C,NR,,20111130,E
160715,N,NR,,20111130,E
160716,C,NU,,20040630,E
160718,C,NU,,20020101,20071231
160719,C,NR,,19990101,20050125
160719,P,LC,90536,20050126,20160129
160723,C,NU,,20040930,E
160724,C,NU,,20010101,20040331
160725,C,NR,,20000101,20040713
160725,P,NR,,20070804,20080930
160725,P,LC,90255,20040714,20070803
160726,C,NR,,20020101,20040729
160726,P,LC,90268,20040730,20061229
160728,C,NU,,20040630,E
160734,C,NU,,20040831,20080131
160735,P,NU,,20041130,E
160736,P,NU,,20040730,E
160738,C,NU,,20060228,20190430
160739,C,NR,,20020101,20040721
160739,P,LC,90266,20040722,E
160740,C,NU,,20020101,20040331
160741,C,NR,,20020101,20040331
160742,C,NR,,20011101,20050502
160742,P,LC,90679,20050503,E
160744,C,NR,,20040930,E
160745,P,NR,,20040630,20070831
160747,P,NU,,20040630,E
160748,C,NU,,20040630,E
160749,C,NU,,20040601,20040624
160749,P,LC,90202,20040625,E
160750,C,NU,,20031201,20040624
160750,P,LC,90205,20040625,E
160751,C,NU,,20030101,20040629
160751,P,NU,,20040630,20121231
160753,P,NU,,20040630,E
160761,P,NU,,20040630,20070131
160765,P,NU,,20051031,E
160766,P,NR,,20120908,E
160767,C,NR,,20020101,20040729
160767,C,NR,,20040730,20160929
