gvkey,LINKPRIM,LINKTYPE,LPERMNO,LINKDT,LINKENDDT
8193,C,NU,,19850131,19850501
8193,J,NU,,19850430,19850501
8193,J,NU,,19970628,20050729
8193,C,LC,90721,19850502,20050729
8193,J,LU,90740,19850502,19970627
8194,C,NU,,19700201,19720130
8194,P,NU,,19720131,19721213
8194,P,LU,60055,19721214,20010629
8195,C,NU,,19740101,19790130
8195,P,LU,60063,19790131,20030228
8196,C,NU,,19780101,19790130
8196,P,LU,60071,19790131,19860930
8197,C,NU,,19600101,19620130
8197,P,NU,,19620131,19620701
8197,P,LU,34913,19620702,19990831
8198,C,LU,13637,19500101,19620130
8198,P,LU,13637,19620131,19760630
8199,C,NU,,19580101,19620130
8199,P,NU,,19620131,19721213
8199,P,LU,60098,19721214,E
8200,C,NU,,19801001,19830130
8200,C,NU,,19910306,E
8200,C,LU,60127,19830131,19910305
8201,C,NU,,19740101,19831230
8202,C,LU,20394,19491001,19620130
8202,P,LU,20394,19620131,19971031
8202,C,LU,20394,19971101,20010831
8203,C,NU,,19710101,19710330
8203,P,NU,,19710331,19720416
8203,P,LU,54535,19720417,19790731
8204,C,LU,13653,19600201,19620130
8204,P,LU,13653,19620131,19840229
8205,C,NR,,19780101,19830504
8205,P,NR,,19880430,19880531
8205,C,NR,,19880601,19880630
8205,P,LC,60135,19830505,19880429
8206,C,NU,,19651101,19731031
8207,C,NU,,19680101,19691230
8207,P,NU,,19691231,19721213
8207,P,LU,60143,19721214,19901231
8208,C,NU,,19500101,19620130
8208,P,NU,,19620131,19630626
8208,P,LU,39394,19630627,19861231
8209,C,NU,,19670101,19700929
8209,P,NU,,19700930,19721213
8209,C,NU,,19790201,19790928
8209,P,LU,60170,19721214,19790131
8210,C,NR,,19690101,19700129
8210,P,NR,,19700130,19701104
8210,P,NR,,20121114,20140630
8210,P,LC,14976,20141009,20160430
8210,J,LC,14976,20160501,20160531
8210,J,LC,15860,20151218,20160531
8210,P,LC,15860,20160601,E
8210,P,LC,51457,19701105,20121113
8211,C,NU,,19810401,19810729
8211,C,NU,,19840628,20050228
8211,C,LU,60178,19810730,19840627
8212,C,NU,,19840401,19850730
8212,P,LU,90764,19850731,19900330
8213,P,LU,60186,19730131,E
8214,C,NR,,19500101,19520310
8214,P,NR,,20021219,20060930
8214,C,NR,,20061001,20061030
8214,N,NR,,20061031,20061031
8214,C,LC,24811,19520311,19620130
8214,P,LC,24811,19620131,20021218
8214,N,LX,24811,19931029,19941230
8214,P,LC,91531,20061101,E
8215,J,NU,,19840131,19870331
8215,C,NU,,19870324,19911210
8215,J,NU,,19980529,20060131
8215,C,LU,13661,19500101,19620130
8215,C,LU,13661,19620131,19870323
8215,C,LU,77157,19911211,E
8216,C,NR,,19811001,19820627
8216,P,NR,,19850329,19850430
8216,P,LC,60194,19820628,19850328
8217,C,NU,,19740701,19790619
8217,P,LU,60207,19790620,19850930
8218,C,NU,,19610101,19660130
8218,P,LU,42008,19660131,19880930
8219,C,NU,,19570601,19620130
8219,P,NU,,19620131,19620701
8219,P,LU,34948,19620702,E
8220,C,NU,,19680101,19720130
8220,P,NU,,19720131,19721213
8220,P,LU,60215,19721214,19740531
8221,C,NU,,19680401,19700226
8221,P,NU,,19700227,19721213
8221,P,LU,60223,19721214,19760730
8222,C,NU,,19740101,19750810
8222,C,NU,,19910124,19910131
8222,C,LU,60231,19750811,19750828
8222,C,LU,60231,19750829,19910123
8223,C,NU,,19790401,19800922
8223,C,NU,,19870114,19990129
8223,C,LU,60258,19800923,19870113
8224,C,NU,,19570701,19660428
8224,P,NU,,19660429,19670507
8224,P,LU,44417,19670508,19860930
8225,C,NU,,19600101,19631230
8225,P,NU,,19631231,19721213
8225,P,LU,60266,19721214,19740830
8226,C,NR,,19761001,19950730
8226,P,NR,,19950731,19950731
8227,C,NU,,19600101,19660130
8227,P,LU,34956,19660131,19730430
8228,C,NU,,19591001,19690930
8229,C,NU,,19620101,19660428
8229,C,NU,,19660429,19670228
8229,J,NU,,19870430,19900228
8229,C,LU,44230,19670301,20231229
8230,C,NR,,19800501,19831220
8230,P,NR,,19851128,19851231
8230,P,LC,60303,19831221,19851127
8231,C,LU,60311,19730701,19790130
8231,P,LU,60311,19790131,19830630
8232,P,LU,60338,19730131,19810630
8233,C,NR,,19760701,19761215
8233,P,NR,,19980826,19990331
8233,C,NR,,19990401,20060131
8233,P,LC,60346,19761216,19980825
8234,C,NU,,19830101,19840617
8234,C,NU,,20040923,20110531
8234,C,LU,60354,19840618,20040922
8235,C,NU,,19830701,19850117
8235,P,LU,90799,19850118,19940831
8236,C,NU,,19590701,19650128
8236,P,NU,,19650129,19701231
8237,C,NU,,19821101,19840130
8237,C,NU,,19851001,19910430
8237,P,LU,60410,19840131,19850930
8238,C,NU,,19850831,19861231
8238,P,LU,60418,19790612,19850830
8239,C,NU,,19770601,19900730
8239,C,NU,,19900731,20000731
8240,P,NR,,19630131,19721213
8240,P,NR,,19970501,19970530
8240,P,LC,60679,19721214,19970430
8240,P,LC,90531,20050201,20181031
8241,C,NU,,19611201,19660130
8241,P,LU,41435,19660131,19720428
8242,C,NU,,19730501,19810129
8242,P,NU,,19810130,19810831
8243,C,NU,,19820701,19840118
8243,P,LU,60426,19840119,19850930
8244,C,NU,,19830101,19831229
8244,P,NU,,19831230,19861231
8244,J,NU,,19860331,19861231
8244,P,NU,,19870101,19930731
8244,N,NU,,19870101,19930831
8244,J,NU,,19930801,19930831
8244,P,LU,69040,19930831,19960930
8245,C,NR,,19580101,19620130
8245,P,NR,,19620131,19721213
8245,J,NR,,19980430,20060131
8245,J,NR,,19980430,20060131
8245,J,NR,,20081231,E
8245,P,LC,60442,19830119,E
8245,P,LC,63192,19721214,19830118
8246,C,NR,,19670701,19701230
8246,P,NR,,19701231,19721213
8246,P,LC,60477,19721214,19731231
8247,C,LU,22509,19500101,19620130
8247,P,LU,22509,19620131,E
8248,C,NU,,19600101,19630627
8248,P,NU,,19630628,19650620
8248,P,LU,42112,19650621,20000331
8249,C,NU,,19811101,19850312
8249,P,NU,,19860912,19861031
8249,P,LU,90801,19850313,19860911
8250,C,NR,,19730701,19810129
8250,C,NU,,19810130,19841010
8250,C,NU,,20020524,E
8250,C,LU,90820,19841011,20020523
8251,C,NU,,19610701,19620130
8251,C,NU,,19620131,19721213
8251,C,LU,60485,19721214,19800731
8252,C,NU,,19500101,19620227
8252,P,NU,,19620228,19721213
8252,P,LU,59416,19721214,19850531
8253,C,NU,,19660101,19660130
8253,P,NU,,19660131,19721213
8253,P,LU,60506,19721214,E
8254,C,NU,,19711101,19720427
8254,P,NU,,19720428,19721213
8254,P,LU,60522,19721214,19840629
8255,P,NU,,19811222,19840330
8255,C,LU,60557,19740101,19780130
8255,P,LU,60557,19780131,19811221
8256,C,NU,,19731001,19790928
8257,C,NU,,19780101,19790130
8257,P,LU,60581,19790131,20031231
8258,C,NU,,19830101,19850619
8258,P,LU,90844,19850620,19891229
8259,C,LU,60602,19730701,19790130
8259,P,LU,60602,19790131,19830429
8260,C,NR,,19740101,19811231
8261,C,NU,,19790101,19821018
8261,P,LU,60661,19821019,19840229
8262,C,NU,,19620101,19630130
8262,P,NU,,19630131,19721213
8262,P,LU,60680,19721214,19780630
8263,C,NR,,19640101,19640130
8263,P,NR,,19640131,19721213
8263,P,NR,,19860530,19860630
8263,P,LC,60696,19721214,19860529
8264,J,NR,,20200731,E
8264,C,LC,13688,19510101,19620130
8264,P,LC,13688,19620131,E
8265,C,NU,,19620101,19620130
8265,P,NU,,19620131,19801102
8265,P,LU,62340,19801103,19860331
8265,C,LU,62340,19860401,20050930
8266,C,NR,,19780401,19790318
8266,C,LU,60709,19790319,20190628
8267,C,NU,,19800101,19801230
8267,C,LU,34972,19801231,19850628
8268,C,NU,,19620101,19620130
8268,P,NU,,19620131,19620701
8268,P,LU,34972,19620702,19780831
8269,C,NU,,19500101,19620130
8269,P,NU,,19620131,19630324
8269,C,NU,,19711201,19711231
8269,P,LU,38981,19630325,19711130
8270,C,NR,,19590901,19700929
8270,P,NR,,19700930,19721213
8270,P,LC,60725,19721214,19740228
8271,C,NU,,19830101,19840328
8271,C,NU,,19951206,E
8271,C,LU,60733,19840329,19951205
8272,P,NU,,19980627,19980628
8272,C,LU,16870,19510101,19620130
8272,P,LU,16870,19620131,19980626
8272,P,LU,86136,19980629,E
8273,C,NU,,19730101,19851231
8274,C,NR,,19620101,19620130
8274,P,NR,,19620131,19721213
8274,P,NR,,19860226,19860228
8274,C,NR,,19860301,19991130
8274,P,LC,58667,19721214,19860225
8275,C,NU,,19600101,19620130
8275,P,NU,,19620131,19620701
8275,P,NU,,19801223,19801231
8275,C,NU,,19810101,19910328
8275,P,LU,34980,19620702,19801222
8276,C,NR,,19731114,19980429
8276,C,NR,,19980430,E
8276,C,LN,60741,19730401,19731113
8277,C,NR,,19600301,19620701
8277,C,LC,34999,19620702,19660428
8277,P,LC,34999,19660429,19790330
8278,C,NU,,19720601,19720830
8278,P,NU,,19720831,19721218
8278,P,LU,56151,19721219,19830228
8279,C,NR,,19710101,19710527
8279,P,NR,,19710528,19791227
8279,P,NR,,19890316,19890428
8279,P,LC,65701,19791228,19890315
8280,C,NU,,19690101,19700330
8280,P,NU,,19700331,19721213
8280,P,LU,60310,19721214,19980430
8281,C,NR,,19800401,19810127
8281,P,NR,,19891125,19891229
8281,P,LC,60768,19810128,19891124
8282,C,NU,,19730401,19780130
8282,P,LU,60776,19780131,19820630
8283,C,NR,,19620101,19680228
8283,P,NU,,19680229,19721213
8283,C,NU,,19950930,19951229
8283,P,LU,60792,19721214,19950929
8284,C,NU,,19800101,19840228
8284,P,NU,,19840229,19860131
8285,C,NU,,19790101,19831129
8285,P,NU,,19831130,19831230
8286,P,NR,,19831130,19840215
8286,P,NR,,19970401,19970530
8286,P,LC,66026,19840216,19970331
8287,C,NU,,19460101,19620130
8287,P,NU,,19620131,19820528
8287,C,NU,,19820529,20001229
8288,C,LU,20917,19600101,19620130
8288,P,LU,20917,19620131,20030530
8288,N,LX,20917,19990226,20030530
8289,C,NU,,19630101,19630130
8289,C,NU,,19630131,19721213
8289,C,LU,60813,19721214,19750930
8290,C,NR,,19510101,19620130
8290,C,NR,,19620131,19660102
8290,J,NR,,19831230,E
8290,C,NR,,19991130,E
8290,C,LC,42833,19660103,19991129
8291,C,NU,,19600101,19630929
8291,C,NU,,19630930,19721213
8291,C,NU,,19740501,19951031
8291,C,LU,60840,19721214,19740430
8292,C,NU,,19740101,19741230
8292,C,LU,28011,19741231,19811231
8293,C,LC,75083,19740101,19770130
8293,P,LU,75083,19770131,20070629
8295,C,NU,,19670101,19681128
8295,P,NU,,19681129,19721213
8295,P,LU,60872,19721214,19810831
8296,C,NU,,19780401,19800924
8296,C,NU,,19960416,20000131
8296,C,LU,60899,19800925,19960415
8298,C,NU,,19770101,19790130
8298,P,LU,60901,19790131,19790731
8299,C,NU,,19701001,19720402
8299,P,LU,54463,19720403,20001130
8300,C,NU,,19760101,19790130
8300,C,NU,,19860611,20080430
8300,C,LU,60920,19790131,19860610
8301,C,NR,,19620101,19630627
8301,P,NR,,19630628,19721213
8301,P,LC,60928,19721214,19751231
8302,C,NU,,19591101,19631128
8302,P,NU,,19631129,19721213
8302,P,LU,60944,19721214,19801128
8303,C,NU,,19850327,20030829
8303,J,NU,,19961231,20030829
8303,N,NU,,19981030,20000331
8303,C,LU,60952,19750101,19790130
8303,C,LU,60952,19790131,19850326
8304,C,NR,,19590801,19620130
8304,P,NR,,19620131,19620701
8304,P,LC,35051,19620702,20150828
8305,C,NU,,19640701,19651129
8305,P,NU,,19651130,19690422
8305,C,NU,,19851130,19881130
8305,P,LU,48194,19690423,19851129
8306,C,NU,,19690201,19690429
8306,P,NU,,19690430,19700712
8306,P,LU,50892,19700713,19810130
8307,C,NR,,20120301,20120530
8307,P,LC,13395,20120531,20220909
8308,C,LU,20984,19500101,19620130
8308,P,LU,20984,19620131,19910930
8309,P,NR,,19851231,19860131
8309,C,LC,63271,19780101,19780130
8309,P,LC,63271,19780131,19851230
8310,C,NU,,19740101,19960228
8310,P,NU,,19960229,E
8311,C,NU,,19680201,19730131
8312,C,NU,,19700101,19700129
8312,P,NU,,19700130,19721213
8312,P,LU,57816,19721214,19760528
8313,C,NU,,19730101,19781229
8314,C,NU,,19600101,19681231
8315,P,LU,61031,19830318,19970228
8316,P,NU,,19781025,19800630
8316,C,NU,,19800701,19801231
8316,C,LU,61050,19740101,19771129
8316,P,LU,61050,19771130,19781024
8317,C,LU,61058,19740101,19740130
8317,P,LU,61058,19740131,20010831
8318,C,LU,61066,19840701,19850130
8318,P,LU,61066,19850131,19890831
8319,C,NU,,19701001,19720228
8319,P,NU,,19720229,19721130
8319,P,LU,56020,19721201,19771130
8320,C,NU,,19710601,19710830
8320,P,NU,,19710831,19721213
8320,P,LU,66034,19721214,19870130
8321,C,NR,,19740409,19780731
8321,P,NR,,19800426,19800530
8321,C,NR,,19800531,19840831
8321,C,LC,61082,19731201,19740408
8321,C,LC,61082,19780801,19790130
8321,P,LC,61082,19790131,19800425
8322,C,NR,,19730901,19810129
8322,C,NR,,19810130,19881003
8322,C,LC,12242,19881004,19890714
8323,C,NR,,19760814,19820310
8323,C,NR,,19850823,19850930
8323,C,LC,17339,19591001,19630627
8323,C,LC,17339,19630628,19760813
8323,C,LC,61103,19820311,19850822
8324,C,NU,,19800101,19800527
8324,P,LU,61111,19800528,19980529
8325,P,NR,,19970619,19970731
8325,C,LC,22082,19640101,19640130
8325,P,LC,22082,19640131,19970618
8326,C,NU,,19730101,19730130
8326,P,NU,,19730131,19810630
8326,C,NU,,19810701,E
8327,C,NU,,19730101,19981029
8327,C,NU,,19981030,19990730
8328,C,NU,,19810501,19810804
8328,P,NU,,19911030,19911231
8328,P,LU,68611,19810805,19911029
8329,C,NU,,19600101,19660130
8329,P,NU,,19890916,19891031
8329,P,LU,38340,19660131,19890915
8330,C,NU,,19740101,19790130
8330,C,NU,,19790131,E
8331,P,NR,,19781017,19830217
8331,C,NR,,19870708,19890630
8331,C,LC,21346,19500501,19620130
8331,P,LC,21346,19620131,19781016
8331,P,LC,64784,19830218,19870707
8332,C,NU,,19600101,19620227
8332,P,NU,,19620228,19630113
8332,P,NU,,19851031,19851129
8332,C,NU,,19851130,19900928
8332,P,LU,38826,19630114,19851030
8333,C,NU,,19831001,19840130
8333,P,LU,61138,19840131,E
8334,C,NU,,19820101,19821202
8334,P,LU,61146,19821203,E
8335,P,LC,13393,20120531,E
8336,P,NU,,19980317,20211231
8336,C,LU,61162,19740101,19771229
8336,P,LU,61162,19771230,19980316
8337,C,NU,,19780101,19780710
8337,P,LU,60994,19780711,19890228
8338,C,NU,,19810501,19830928
8338,P,LU,61189,19830929,19850131
8339,C,NU,,19600101,19660330
8339,P,NU,,19660331,19660729
8339,C,NU,,19660730,19721229
8340,C,NU,,19750901,19800616
8340,P,LU,61210,19800617,19860430
8341,C,LU,61218,19810101,19810129
8341,P,LU,61218,19810130,20091130
8342,C,NU,,19670101,19681030
8342,P,NU,,19681031,19690623
8342,P,LU,48629,19690624,19850430
8343,C,NU,,19610101,19620130
8343,P,NU,,19620131,19660911
8343,P,NU,,19831203,19840131
8343,P,LU,43764,19660912,19831202
8344,C,NU,,19820201,19831109
8344,C,NU,,19880430,19971231
8344,P,LU,61234,19831110,19880429
8345,C,NU,,19600101,19620130
8345,P,NU,,19620131,19620701
8345,P,LU,35094,19620702,19860731
8346,C,NU,,19740101,19810129
8346,P,NU,,19810130,19870529
8346,C,NU,,19870530,19880930
8347,C,NU,,19820101,19831025
8347,P,LU,61242,19831026,19950531
8348,C,NU,,19600301,19660130
8348,P,LC,35107,19660131,E
8349,C,NU,,19730401,19821231
8350,C,NU,,19660101,19671129
8350,C,NU,,19671130,19721213
8350,C,LU,61269,19721214,E
8351,C,NU,,19760101,19900928
8352,C,NU,,19701031,19701231
8352,C,LU,20001,19500101,19620130
8352,P,LU,20001,19620131,19701030
8356,C,NR,,20110401,20120530
8356,C,NR,,20120531,20151129
8356,P,NR,,20151130,E
8356,N,NR,,20151130,E
8357,C,NR,,19670901,19690429
8357,P,NU,,19690430,19721213
8357,P,NR,,20181213,E
8357,J,NR,,20200208,E
8357,P,LC,58675,19721214,20181212
8357,J,LC,58675,20190403,20200207
8358,C,NU,,19490701,19620130
8358,P,NU,,19620131,19641208
8358,P,LU,41355,19641209,E
8359,C,NU,,19600301,19620130
8359,P,NU,,19620131,19620701
8359,P,LU,35115,19620702,19870831
8360,C,NU,,19771001,19800511
8360,P,LU,61277,19800512,19821130
8361,C,NU,,19671001,19690727
8361,P,LU,48848,19690728,19740930
8362,C,NR,,19590801,19700929
8362,C,NR,,19700930,19721213
8362,C,NR,,19730811,20050331
8362,C,LC,61293,19721214,19730810
8363,C,NR,,19730701,19790130
8363,P,NR,,19790131,19821031
8363,J,NR,,20030630,20051230
8363,P,LC,12072,19821101,20161005
8364,C,NR,,19740301,19810129
8364,P,NR,,19810130,19830531
8365,C,NU,,19820701,19831004
8365,P,LU,61322,19831005,20051130
8366,C,NU,,19780901,19800828
8366,P,NU,,19800829,19830331
8366,C,NU,,19830401,19950331
8367,C,NU,,19680101,19690828
8367,P,NU,,19690829,19691201
8367,P,NU,,19841030,19850131
8367,P,LU,49613,19691202,19841029
8368,C,NU,,19810101,19810107
8368,C,NU,,19941201,19960229
8368,C,LU,61357,19810108,19941130
8369,C,NU,,19830101,19841101
8369,P,LU,78536,19841102,19900531
8369,N,LX,78536,19850430,19880229
8370,C,LC,27465,19680101,19680130
8370,C,LU,27465,19680131,19760730
8371,C,LC,61365,19731001,19771030
8371,P,LC,61365,19771031,19861231
8371,N,LC,61373,19850628,19861231
8371,C,LC,61373,19870101,19870105
8372,C,NU,,19781201,19800212
8372,P,NU,,19901031,19901031
8372,P,LU,61400,19800213,19901030
8373,C,NR,,19790401,19850303
8373,P,LC,90908,19850304,19870107
8374,C,NR,,19760601,19771012
8375,C,NU,,19840301,19840730
8375,C,NU,,19860401,19870227
8375,P,LU,61429,19840731,19860331
8376,C,NU,,19651201,19660629
8376,P,NU,,19660630,19720305
8376,P,NU,,19821113,19821231
8376,P,LU,54359,19720306,19821112
8377,C,NU,,19810201,19810812
8377,P,LU,61437,19810813,19860829
8378,C,NR,,19600101,19620130
8378,P,NR,,19620131,19650628
8378,P,LC,42155,19650629,19741129
8379,C,NU,,19730101,19760120
8379,C,NU,,19810711,19830331
8379,C,LU,61453,19760121,19810710
8380,C,NR,,19820101,19850329
8381,C,NU,,19831001,19840808
8381,C,NU,,19950715,E
8381,C,LU,70914,19840809,19840830
8381,C,LU,70914,19840831,19950714
8382,C,NU,,19820101,19821130
8382,P,NU,,19990713,E
8382,P,LU,67037,19821201,19990712
8383,C,NR,,19921212,19951001
8383,C,LC,61488,19740101,19800130
8383,C,LC,61488,19800131,19921211
8383,C,LC,82516,19951002,19960820
8384,C,NU,,19600101,19620130
8384,C,NU,,19620131,19620701
8384,C,LU,35131,19620702,19790928
8385,C,NU,,19740101,19781228
8385,P,NU,,19781229,19781229
8386,C,LU,61496,19740401,19780130
8386,P,LU,61496,19780131,E
8387,C,NU,,19700501,19710929
8387,P,NU,,19710930,19721213
8387,P,NR,,20160114,20161031
8387,P,NR,,20161230,20170410
8387,P,LC,16690,20170411,20211231
8387,P,LC,57509,19721214,20160113
8388,C,NR,,19831101,19851007
8388,P,NU,,20060121,20120131
8388,P,LC,90924,19851008,20060120
8389,C,NU,,19740401,19800127
8389,P,LU,61517,19800128,19850628
8390,C,NR,,19710201,19710929
8390,P,NR,,19710930,19721213
8390,N,NR,,19920529,19920531
8390,C,NR,,19920601,19930331
8390,C,NR,,19930401,19930413
8390,C,NR,,20001017,20070831
8390,P,LC,61525,19721214,19920521
8390,C,LC,79105,19930414,20001016
8391,C,NU,,19590901,19700929
8391,C,NU,,19700930,19721213
8391,C,NU,,19980516,19990129
8391,C,LU,68638,19721214,19980515
8392,C,NR,,19610701,19700929
8392,P,NR,,19700930,19721213
8392,P,LU,61541,19721214,19730531
8393,C,NU,,19590101,19670130
8393,P,NU,,19670131,19671229
8393,C,NU,,19671230,19731231
8394,P,LU,35158,19730131,19830331
8395,J,NU,,19820430,19900228
8395,C,LU,61576,19730401,19771229
8395,P,LU,61576,19771230,19900228
8396,C,LU,63722,19790701,19800130
8396,P,LU,63722,19800131,19950630
8397,C,NU,,19630501,19650527
8397,P,NU,,19650528,19721213
8397,P,NU,,19800315,19810227
8397,P,LU,61584,19721214,19800314
8398,P,NR,,19680131,19720619
8398,P,NR,,19850329,19850430
8398,P,LC,54949,19720620,19850328
8399,C,NU,,19690301,19690929
8399,P,NU,,19690930,19721213
8399,P,NU,,19880323,19880331
8399,C,NU,,19880401,19930528
8399,P,LU,65023,19721214,19880322
8400,C,NU,,19620201,19670928
8400,P,NU,,19670929,19721213
8400,P,LU,61592,19721214,19850628
8401,C,NR,,19730701,19760315
8401,C,NU,,19801018,20080229
8401,C,LC,61605,19760316,19801017
8402,C,NU,,19820601,19830825
8402,P,LU,61621,19830826,E
8403,C,LU,61640,19740101,19790130
8403,P,LU,61640,19790131,19961129
8404,C,NR,,19681201,19690528
8404,P,NR,,19690529,19721213
8404,N,NR,,19881031,19881031
8404,C,NR,,19881101,19930308
8404,P,NR,,19970719,20091030
8404,P,LC,63298,19721214,19881007
8404,C,LC,79043,19930309,19930331
8404,P,LC,79043,19930401,19970718
8405,C,NR,,19750108,19810129
8405,C,NR,,19810130,19900430
8405,C,LN,61648,19730601,19750107
8406,C,LC,23878,19640101,19640330
8406,C,LC,23878,19640331,19680329
8407,C,NU,,19591001,19620927
8407,C,LU,35166,19620928,19851031
8408,C,NU,,19820401,19950830
8408,C,NR,,19950831,20080229
8409,C,NU,,19830101,19831115
8409,P,LU,61672,19831116,19861031
8411,P,NU,,19721229,19741217
8411,P,NU,,19850919,19860630
8411,P,LU,58253,19741218,19850918
8412,C,NU,,19780101,19830915
8412,P,LU,61699,19830916,19851031
8413,C,NU,,19730101,19780130
8413,P,LU,61701,19780131,19800131
8414,C,NU,,19750101,19800626
8414,P,NU,,19990114,20090831
8414,C,LU,61720,19800627,19800629
8414,P,LU,61720,19800630,19990113
8415,C,NU,,19660701,19730125
8415,P,LU,62658,19730126,19820730
8416,C,NU,,19670101,19670130
8416,P,NU,,19670131,19721213
8416,P,LU,59571,19721214,19790430
8417,C,NU,,19750101,19751230
8417,C,NU,,19751231,19840507
8417,C,LU,66296,19840508,19991130
8418,C,NU,,19780131,E
8418,C,LU,61728,19740101,19780130
8419,C,NU,,19600101,19801231
8420,C,NU,,19720701,19790130
8420,C,LU,61736,19790131,19881230
8421,C,NU,,19600101,19660130
8421,P,LU,35174,19660131,19740731
8422,P,LU,61744,19730131,19860630
8423,P,NU,,19700630,19721213
8423,P,LU,61787,19721214,20150930
8424,C,NU,,19620101,19620130
8424,C,NU,,19620131,19721213
8424,C,NU,,19950304,20061031
8424,C,LU,57138,19721214,19950303
8425,C,NU,,19731001,19920331
8426,C,NU,,19591201,19820128
8426,P,NU,,19820129,19880129
8427,C,NU,,19620501,19680130
8427,P,NU,,19680131,19710630
8427,P,LU,52767,19710701,19780929
8428,C,NU,,19771001,19780620
8428,P,NU,,19861218,19940331
8428,P,LU,60329,19780621,19861217
8429,C,NU,,19760101,19770120
8429,P,NU,,19831221,19840330
8429,C,NU,,19840331,19871030
8429,P,LU,62965,19770121,19831220
8430,C,LC,13792,19570101,19640330
8430,P,LC,13792,19640331,19760227
8431,C,LC,60687,19790101,19790130
8431,P,LC,60687,19790131,E
8432,C,NU,,19710201,19711230
8432,P,NU,,19711231,19721213
8432,P,NU,,19790601,19791231
8432,P,LU,61891,19721214,19790531
8433,C,NU,,19731001,19761230
8433,P,NU,,19761231,19861128
8433,J,NU,,19820129,19861128
8433,C,NU,,19861129,19900330
8434,C,NR,,19660101,19661229
8434,P,NR,,19661230,19670426
8434,N,NU,,20020930,20040430
8434,C,NU,,20050601,20050630
8434,P,LU,44353,19670427,19960430
8434,C,LU,44353,19960501,19960522
8434,N,LU,44353,19960523,20050531
8434,P,LU,83456,19960523,20050531
8435,C,NU,,19810101,19840402
8435,P,LU,61939,19840403,19841031
8436,C,NR,,19500901,19600621
8436,C,LC,27393,19600622,19620130
8436,C,LC,27393,19620131,19750829
8437,C,NU,,19740201,19810129
8437,P,NU,,19810130,19821231
8438,C,NU,,19910201,19930930
8438,C,LU,61947,19781001,19781030
8438,C,LU,61947,19781031,19910131
8439,C,NR,,19600201,19620130
8439,C,NR,,19620131,19620701
8439,C,NR,,19870422,19880615
8439,C,NR,,19981102,19990914
8439,C,NR,,20030530,20050429
8439,C,NR,,20050831,E
8439,C,LC,35182,19620702,19870421
8439,C,LC,75310,19880616,19981101
8439,C,LC,75310,19990915,20030529
8440,C,NR,,19630101,19670130
8440,P,NR,,19670131,19721213
8440,P,NR,,20160113,20160930
8440,P,NR,,20161130,20170113
8440,P,LC,16529,20170114,20230630
8440,P,LC,61955,19721214,20160112
8441,C,LU,61963,19730101,19780130
8441,P,LU,61963,19780131,19831130
8442,C,NU,,19730101,19810129
8442,P,NU,,19810130,19820930
8443,P,NR,,19831230,19880112
8443,N,NR,,19871130,19880112
8443,J,NR,,19871130,19880112
8443,N,NR,,19880507,19890531
8443,P,NR,,19880507,19900228
8443,P,LC,78347,19880113,19880506
8443,N,LX,78347,19880113,19880506
8443,J,LX,78657,19880113,19880506
8443,J,LC,89610,19840131,19871030
8444,C,NU,,19590101,19651230
8444,C,NU,,19651231,19721213
8444,C,LU,61006,19721214,19830131
8445,C,NU,,19740201,20060131
8446,P,NR,,20200519,20210131
8446,C,LU,18403,19500201,19620130
8446,P,LC,18403,19620131,20200518
8448,C,NR,,19740108,19830531
8448,C,LN,61998,19730601,19740107
8449,C,NU,,19730101,19830331
8450,C,NU,,19640101,E
8451,C,NU,,19680101,19690730
8451,C,NU,,19690731,19721213
8451,C,NU,,19870401,19910628
8451,C,NU,,19910629,19910930
8451,C,LU,58763,19721214,19870331
8452,C,LU,62010,19770101,19770130
8452,P,LU,62010,19770131,19991130
8453,C,NU,,19770101,19991029
8454,C,NU,,19740101,19860331
8455,C,LC,22517,19510101,19620130
8455,P,LC,22517,19620131,E
8456,C,NU,,19640101,E
8457,J,NU,,20031128,20060131
8457,P,LC,50702,19710129,E
8458,P,NU,,19890804,19891031
8458,C,LU,22234,19500101,19620130
8458,P,LU,22234,19620131,19890803
8459,C,LC,62018,19740101,19790130
8459,P,LC,62018,19790131,19790928
8460,C,NU,,19641201,19651028
8460,P,NU,,19651029,19680304
8460,P,LU,45823,19680305,20000131
8461,P,NR,,19971231,19980130
8461,P,LC,61460,19730131,19961118
8461,P,LC,84183,19961119,19971230
8462,C,NU,,19820101,19830314
8462,C,NU,,19910615,20031031
8462,C,LU,62026,19830315,19910614
8463,C,NR,,19690101,19720228
8463,P,NR,,19720229,19721213
8463,P,LC,13586,20120929,E
8463,P,LC,62034,19721214,20120928
8464,C,NU,,19650101,19650128
8464,P,NU,,19650129,19760630
8465,C,NU,,19590701,19650128
8465,P,LU,35203,19650129,20070131
8466,C,NR,,19870101,19890331
8466,P,LC,62069,19820101,19861231
8468,C,NU,,19620101,19620130
8468,P,NU,,19620131,19620701
8468,P,LU,35211,19620702,19990831
8468,N,LX,35211,19980630,19990831
8469,P,NU,,19840410,19840731
8469,C,LU,18905,19600101,19620130
8469,P,LU,18905,19620131,19840409
8470,C,LC,13821,19510101,19620130
8470,P,LC,13821,19620131,20070221
8471,C,NU,,19721001,E
8472,C,NU,,19600201,19760130
8473,C,NU,,19800701,19810719
8473,P,NU,,19851115,19851231
8473,P,LU,62114,19810720,19851114
8474,C,NR,,19770101,19811230
